1603836612 44.17
1603836617 44.17
1603836622 44.17
1603836628 58.49
1603836633 44.17
1603836638 44.17
1603836644 44.17
1603836649 44.17
1603836654 44.17
1603836660 44.17
1603836665 44.17
1603836671 44.17
1603836676 44.17
1603836681 44.17
1603836687 44.17
1603836692 44.17
1603836697 44.17
1603836703 44.17
1603836708 44.17
1603836713 44.17
1603836719 44.17
1603836724 44.17
1603836730 58.49
1603836735 44.17
1603836740 44.17
1603836746 44.17
1603836751 44.17
1603836757 44.17
1603836763 44.17
1603836768 44.17
1603836773 44.17
1603836781 44.17
1603836787 44.17
1603836792 44.17
1603836797 44.17
1603836803 44.17
1603836808 44.17
1603836813 44.17
1603836819 44.17
1603836824 44.17
1603836829 44.17
1603836835 44.17
1603836840 44.17
1603836845 44.17
1603836851 44.17
1603836856 44.17
1603836862 44.17
1603836867 44.17
1603836872 44.17
1603836878 44.17
1603836883 44.17
1603836889 58.49
1603836895 44.17
1603836901 0
1603836906 44.17
1603836913 44.17
1603836918 44.17
1603836924 44.17
1603836929 44.17
1603836934 44.17
1603836940 44.17
1603836945 44.17
1603836950 44.17
1603836956 44.17
1603836961 44.17
1603836966 44.17
1603836972 44.17
1603836977 44.17
1603836982 44.17
1603836988 44.17
1603836993 44.17
1603836999 44.17
1603837004 44.17
1603837009 44.17
1603837015 44.17
1603837020 44.17
1603837025 44.17
1603837031 44.17
1603837036 44.17
1603837041 44.17
1603837047 44.17
1603837052 44.17
1603837057 44.17
1603837063 44.17
1603837068 44.17
1603837073 44.17
1603837079 44.17
1603837084 58.49
1603837089 44.17
1603837095 44.17
1603837100 44.17
1603837105 44.17
1603837111 44.17
1603837116 44.17
1603837122 44.17
1603837127 44.17
1603837132 44.17
1603837138 44.17
1603837143 44.17
1603837148 44.17
1603837154 44.17
1603837159 44.17
1603837164 44.17
1603837170 44.17
1603837175 44.17
1603837180 44.17
1603837186 44.17
1603837191 44.17
1603837197 58.49
1603837202 44.17
1603837207 44.17
1603837213 44.17
1603837218 44.17
1603837223 58.49
1603837229 44.17
1603837234 44.17
1603837239 44.17
1603837245 44.17
1603837250 44.17
1603837255 44.17
1603837261 44.17
1603837266 44.17
1603837271 44.17
1603837277 58.49
1603837282 44.17
1603837287 44.17
1603837293 44.17
1603837298 44.17
1603837304 44.17
1603837309 44.17
1603837314 44.17
1603837320 44.17
1603837325 44.17
1603837330 44.17
1603837336 44.17
1603837341 44.17
1603837346 44.17
1603837352 44.17
1603837357 44.17
1603837362 44.17
1603837368 44.17
1603837373 44.17
1603837379 44.17
1603837384 44.17
1603837389 44.17
1603837395 44.17
1603837400 44.17
1603837405 44.17
1603837411 44.17
1603837416 58.49
1603837421 44.17
1603837427 44.17
1603837432 44.17
1603837437 44.17
1603837443 44.17
1603837448 44.17
1603837453 44.17
1603837459 44.17
1603837464 44.17
1603837469 44.17
1603837475 44.17
1603837480 44.17
1603837485 44.17
1603837491 44.17
1603837496 44.17
1603837503 0
1603837508 44.17
1603837513 44.17
1603837519 44.17
1603837524 44.17
1603837529 44.17
1603837535 44.17
1603837540 44.17
1603837545 44.17
1603837551 44.17
1603837556 44.17
1603837561 44.17
1603837567 44.17
1603837572 44.17
1603837577 44.17
1603837583 44.17
1603837588 44.17
1603837594 44.17
1603837599 44.17
1603837604 44.17
1603837610 44.17
1603837615 44.17
1603837621 44.17
1603837626 44.17
1603837631 44.17
1603837638 44.17
1603837643 44.17
1603837648 44.17
1603837654 44.17
1603837659 44.17
1603837664 44.17
1603837670 44.17
1603837675 44.17
1603837680 44.17
1603837686 44.17
1603837691 44.17
1603837697 44.17
1603837702 44.17
1603837707 44.17
1603837713 44.17
1603837718 0
1603837723 44.17
1603837729 44.17
1603837734 44.17
1603837739 44.17
1603837745 44.17
1603837750 44.17
1603837756 44.17
1603837761 44.17
1603837766 44.17
1603837772 44.17
1603837778 44.17
1603837783 44.17
1603837789 44.17
1603837794 44.17
1603837800 44.17
1603838429 0
1603838435 0
1603838440 0
1603838445 0
1603838451 0
1603838456 44.17
1603838461 0
1603838467 0
1603838472 0
1603838477 44.17
1603838483 44.17
1603838488 44.17
1603838494 44.17
1603838499 44.17
1603838504 44.17
1603838510 44.17
1603838515 44.17
1603838520 44.17
1603838526 44.17
1603838531 44.17
1603838536 44.17
1603838542 44.17
1603838547 44.17
1603838552 44.17
1603838558 44.17
1603838563 44.17
1603838568 44.17
1603838574 44.17
1603838579 44.17
1603838584 44.17
1603838590 44.17
1603838595 44.17
1603838601 44.17
1603838606 44.17
1603838611 44.17
1603838617 44.17
1603838622 44.17
1603838627 44.17
1603838633 44.17
1603838638 44.17
1603838643 44.17
1603838649 44.17
1603838654 44.17
1603838659 44.17
1603838665 44.17
1603838670 44.17
1603838675 44.17
1603838681 44.17
1603838686 44.17
1603838691 44.17
1603838697 44.17
1603838702 44.17
1603838708 0
1603838714 44.17
1603838719 44.17
