1603320469 24.82
1603320474 24.87
1603320479 24.66
1603320484 24.93
1603320489 24.75
1603320495 24.71
1603320500 24.41
1603320505 24.37
1603320510 24.43
1603320515 24.54
1603320520 24.65
1603320526 24.62
1603320534 24.48
1603320539 24.58
1603320546 24.56
1603320549 24.63
1603320554 24.47
1603320559 24.55
1603320564 24.37
1603320570 24.42
1603320575 24.39
1603320580 24.43
1603320585 24.56
1603320590 24.3
1603320595 24.38
1603320601 24.47
1603320606 24.8
1603320611 24.79
1603320616 24.75
1603320621 24.81
1603320626 24.78
1603320632 24.6
1603320637 24.72
1603320645 24.71
1603320649 24.86
1603320654 24.87
1603320659 24.83
1603320665 24.94
1603320670 24.87
1603320675 24.89
1603320680 25.06
1603320687 24.89
1603320692 25.3
1603321406 593.45
1603321414 591.95
1603321419 592.75
1603321425 592.37
1603321430 592.78
1603321435 591.02
1603321440 599.18
1603321445 593.39
1603321450 590.86
1603321456 591.66
1603321468 590.99
1603321473 589.97
1603321478 602.37
1603321483 592.97
1603321488 590.99
1603321495 592.05
1603321501 596.3
1603321506 593.74
1603321511 592.72
1603321516 591.92
1603321521 593.71
1603321526 591.53
1603321534 594.54
1603321539 592.46
1603321544 595.27
1603321550 592.69
1603321555 592.97
1603321560 594.64
1603321565 596.3
1603321570 595.08
1603321575 594.96
1603321584 591.28
1603321586 602.5
1603321591 592.08
1603321596 591.89
1603321601 593.96
1603321606 600.23
1603321612 592.43
1603321617 593.04
1603321622 593.45
1603321627 597.23
1603321632 594
1603321637 592.3
1603321643 591.09
1603321648 588.53
1603321653 588.43
1603321658 594.09
1603321663 588.66
1603321668 588.85
1603321674 587.79
1603321679 588.59
1603321684 589.2
1603321689 589.97
1603321694 591.63
1603321700 591.18
1603321705 591.02
1603321710 594.7
1603321715 609.85
1603321720 610.78
1603321726 610.49
1603321731 608.67
1603321736 609.09
1603321741 609.69
1603321747 620.82
1603321752 614.11
1603321757 613.63
1603321762 610.97
1603321767 609.41
1603321773 593.96
1603321778 597.03
1603321783 596.71
1603321788 594.32
1603321793 593.48
1603321799 720.42
1603321804 731.96
1603321809 727.36
1603321814 732.44
1603321819 734.3
1603321825 723.71
1603321830 723.33
1603321835 718.92
1603321840 710.22
1603321845 707.57
1603321850 707.25
1603321856 702.48
1603321861 711.34
1603321866 701.17
1603321871 705.81
1603321876 705.9
1603321881 706.96
1603321887 708.11
1603321892 712.81
1603321897 350.97
1603321902 349.02
1603321907 343.58
1603321912 348.82
1603321918 342.49
1603321925 340.29
1603321928 339.01
1603321933 335.46
1603321938 336.61
1603321943 333.83
1603321949 330.63
1603321954 330.66
1603321959 326.83
1603321964 326.86
1603321969 324.46
1603321975 332.42
1603321980 326.83
1603321985 329.48
1603321990 332.04
1603321995 335.43
1603322000 340.58
1603322006 335.27
1603322011 336.42
1603322016 339.39
1603322021 342.24
1603322026 338.88
1603322031 342.78
1603322037 349.94
1603322042 346.3
1603322050 346.94
1603322052 347.87
1603322057 343.36
1603322062 343.2
1603322069 348.41
1603322074 348.15
1603322079 347.55
1603322084 346.84
1603322089 344.96
1603322094 347.51
1603322100 344.89
1603322105 343.61
1603322110 342.14
1603322115 332.87
1603322121 333.8
1603322126 328.97
1603322131 328.52
1603322136 327.34
1603322141 328.94
1603322147 329.64
1603322152 330.31
1603322157 333.6
1603322162 338.46
1603322167 335.97
1603322172 339.39
1603322178 340.8
1603322183 341.57
1603322188 353.97
1603322193 352.69
1603322198 345.4
1603322204 359.89
1603322209 346.17
1603322214 344.41
1603322222 355.09
1603322224 352.34
1603322230 350.55
1603322235 356.69
1603322240 346.11
1603322245 346.27
1603322250 353.62
1603322256 349.11
1603322261 348.44
1603322266 346.78
1603322271 343.58
1603322276 339.14
1603322281 343.29
1603322287 337.73
1603322292 333.6
1603322297 331.78
1603322303 331.21
1603322308 327.59
1603322313 327.18
1603322318 326.79
1603322323 327.82
1603322329 324.43
1603322334 309.05
1603322339 325.55
1603322344 331.53
1603322349 328.27
1603322355 198.2
1603322360 216.13
1603322365 227.87
1603322370 226.43
1603322375 225.18
1603322380 222.02
1603322386 229.72
1603322391 228.25
1603322396 237.46
1603322401 226.3
1603322406 225.25
1603322411 222.56
1603322417 224.35
1603322422 227.65
1603322427 228.99
1603322432 222.66
1603322437 218.02
1603322442 222.59
1603322448 222.98
1603322453 224.06
1603322458 224.1
1603322463 216.87
1603322468 222.72
1603322474 230.81
1603322479 222.98
1603322484 222.53
1603322489 225.28
1603322494 219.46
1603322499 220.99
1603322505 221.92
1603322510 224.16
1603322515 222.08
1603322520 222.79
1603322525 219.43
1603322530 216.33
1603322535 213.96
1603322541 216.07
1603322546 216.71
1603322551 216.52
1603322556 222.08
1603322561 191.04
1603322566 213.55
1603322574 200.95
1603322579 224.96
1603322585 224.64
1603322590 224.13
1603322595 222.4
1603322600 222.05
1603322605 216.45
1603322610 213.16
1603322616 209.45
1603322621 206.06
1603322626 204.59
1603322631 206.83
1603322636 205.46
1603322641 205.39
1603322646 205.49
1603322652 205.39
1603322657 206.51
1603322662 206.32
1603322667 206.48
1603322672 207.69
1603322677 208.14
1603322683 209.13
1603322688 205.52
1603322693 205.62
1603322698 205.01
1603322703 205.55
1603322708 205.84
1603322714 206.16
1603322719 206.26
1603322724 203.28
1603322729 204.21
1603322734 206.57
1603322739 206.38
1603322745 204.75
1603322750 204.37
1603322755 203.54
1603322760 189.57
1603322768 213.23
1603322770 203.22
1603322776 198.13
1603322781 205.78
1603322786 196.92
1603322791 207.18
1603322796 206.29
1603322801 208.78
1603322807 210.06
1603322812 209.55
1603322817 206.22
1603322822 210.16
1603322827 204.14
1603322832 206.1
1603322837 203.44
1603322843 207.57
1603322848 207.28
1603322853 211.56
1603322858 209.8
1603322863 209.74
1603322868 209.74
1603322877 209.64
1603322879 209.61
1603322884 209.45
1603322889 208.53
1603322894 205.1
1603322899 204.94
1603322905 208.27
1603322910 211.4
1603322915 211.34
1603322920 214.31
1603322925 216.58
1603322931 220.83
1603322936 222.47
1603322941 222.05
1603322946 221.35
1603322951 222.85
1603322956 224.03
1603322961 204.02
1603322967 227.23
1603322972 221.35
1603322977 221.19
1603322982 224.22
1603322987 223.84
1603322992 223.65
1603322998 226.78
1603323003 220.9
1603323008 217.51
1603323013 220.13
1603323018 223.52
1603323023 222.72
1603323029 223.55
1603323034 223.07
1603323039 223.97
1603323044 226.11
1603323049 222.79
1603323054 218.21
1603323060 218.25
1603323067 218.28
1603323070 217.41
1603323075 213.32
1603323080 216.1
1603323085 216.93
1603323091 214.09
1603323096 213.96
1603323101 213.86
1603323106 216.45
1603323111 219.14
1603323116 220.16
1603323121 222.72
1603323127 223.9
1603323132 223.58
1603323137 224.9
1603323142 223.01
1603323147 223.68
1603323152 224.67
1603323158 223.04
1603323163 223.23
1603323168 173.48
1603323173 223.94
1603323178 222.82
1603323183 220.58
1603323189 220.55
1603323194 218.31
1603323204 222.79
1603323207 227.55
1603323212 230.65
1603323217 229.85
1603323222 230.36
1603323228 230.87
1603323233 228.8
1603323238 228.64
1603323246 261.41
1603323253 231.96
1603323256 233.05
1603323264 232.22
1603323266 231
1603323272 229.88
1603323277 229.34
1603323282 229.98
1603323287 1072.8
1603323292 370.25
1603323297 368.52
1603323302 370.41
1603323308 372.8
1603323313 369.64
1603323318 369.77
1603323323 332.49
1603323328 358.16
1603323333 354.61
1603323339 353.33
1603323344 349.94
1603323349 346.27
1603323354 344.83
1603323359 345.28
1603323364 347.9
1603323370 344.8
1603323375 348.28
1603323380 358.48
1603323385 393.78
1603323390 351.83
1603323395 356.02
1603323401 351.96
1603323406 358.96
1603323411 355.83
1603323416 354.1
1603323421 354.23
1603323426 359.89
1603323431 351.09
1603323437 352.09
1603323442 350.58
1603323447 351.48
1603323452 351.67
1603323457 352.69
1603323462 349.88
1603323468 344.99
1603323476 301.02
1603323481 343.61
1603323489 320.91
1603323491 335.36
1603323496 334.12
1603323501 334.95
1603323506 335.52
1603323512 337.28
1603323517 334.28
1603323522 337.25
1603323527 338.78
1603323532 341.28
1603323537 345.24
1603323543 346.91
1603323548 345.24
1603323553 337.7
1603323558 342.97
1603323563 333.51
1603323568 336.61
1603323574 336.87
1603323579 338.88
1603323584 337.03
1603323589 335.17
1603323594 334.56
1603323599 331.56
1603323604 333.48
1603323610 337.03
1603323615 338.43
1603323620 335.97
1603323625 339.2
1603323630 338.31
1603323635 334.63
1603323641 332.55
1603323646 332.17
1603323651 331.75
1603323656 332.13
1603323661 333.35
1603323666 336.64
1603323671 335.78
1603323677 332.68
1603323682 333.22
1603323687 335.24
1603323692 331.56
1603323697 329.58
1603323702 330.34
1603323708 332.13
1603323713 335.01
1603323718 333.73
1603323723 331.75
1603323728 332.07
1603323733 333.09
1603323739 332.52
1603323744 336.1
1603323749 337.73
1603323754 336.99
1603323759 335.62
1603323764 333.6
1603323769 333.51
1603323775 338.46
1603323780 337.38
1603323785 337.76
1603323790 336.87
1603323795 352.12
1603323800 349.85
1603323805 346.94
1603323811 349.72
1603323816 350.07
1603323821 363.37
1603323826 349.88
1603323831 348.57
1603323836 345.88
